Domain;Fluent;Mean;StdDev;Variance;Entropy
Reservoir;rlevel;15.255692789188117;26.0865213032305;680.5065937038988;4.416897589984664
Reservoir;rlevel___t1;5.895039464411541;18.85798431835637;355.6235725513747;4.416897589984664
Reservoir;rlevel___t2;9.924854194840957;34.854159878422195;1214.8124608306155;4.416962260414797
Reservoir;rlevel___t3;25.610638228555423;24.32125414528636;591.523403199609;4.42741063129965
Reservoir;rlevel___t4;12.04521637327654;28.293178701042628;800.5039610091322;4.419847343466214
Reservoir;rlevel___t5;9.615976623605812;17.394609647802206;302.57244479941363;4.418849568260182
Reservoir;rlevel___t6;3.71916492163846;2.933721479178352;8.606721717392416;4.416897589984664
Reservoir;rlevel___t7;24.091624993049585;24.002840448470113;576.136349594713;4.446337196349061
Reservoir;rlevel___t8;4.967185979351087;5.12812868268681;26.297703786195157;4.417099240476708
Reservoir;rlevel___t9;4.967254290617366;12.37187260811526;153.0632318314327;4.416897589984664
Reservoir;rlevel___t10;51.719972822534395;27.532412426457157;758.0337340205325;4.467767065888397
